gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
26459,2.490885967,-1.524881731,0.800023367,-1.90604649,0.056644174,0.092305775
629024,4.880900584,-1.129555565,0.592632748,-1.90599586,0.056650743,0.092308534
26372,203.9900518,0.309793178,0.162611891,1.90510778,0.056766062,0.09248848
654424,1.493106304,1.90941367,1.002911592,1.903870376,0.056927068,0.092742825
67848,175.3247916,0.492432954,0.258674839,1.903675504,0.056952459,0.092776207
210105,230.9741865,-0.656206148,0.344809527,-1.903097496,0.057027825,0.092890987
59014,1055.150534,-0.527611863,0.277265235,-1.902913871,0.057051785,0.092922021
227632,3.900430545,-1.623760087,0.853497408,-1.902478052,0.057108686,0.093006696
100217460,0.94101335,-2.631326535,1.383338306,-1.902156922,0.057150643,0.093067022
666549,0.613639668,-2.574265383,1.35369874,-1.901653084,0.057216523,0.093161286
67885,128.0212423,-0.558635085,0.293765059,-1.901638975,0.057218369,0.093161286
230162,71.9369454,-0.686440802,0.360987055,-1.901566257,0.057227883,0.093168765
449630,4.054227671,-1.194913867,0.62878978,-1.900339198,0.05738862,0.093422418
104799,384.2233223,0.2617322,0.137769946,1.899777182,0.057462367,0.093534427
216859,19.07241504,1.039255485,0.547056026,1.899724043,0.057469343,0.093537742
17252,859.6828325,-0.694571807,0.365704345,-1.899271411,0.0575288,0.093626465
75547,1089.897428,-0.572087768,0.301253163,-1.899026592,0.05756098,0.093670786
67446,126.3602154,0.27532267,0.144984161,1.89898447,0.057566518,0.093671747
100503197,1.720574129,-2.615113515,1.377271732,-1.898763661,0.057595557,0.093710946
18798,197.3403812,-0.653839125,0.344605681,-1.897354456,0.057781172,0.094004873
24135,384.1036474,0.334072421,0.176086647,1.897204735,0.057800922,0.094028925
68039,57.42475073,0.879936735,0.463828641,1.897115999,0.05781263,0.094039892
16204,0.606084548,-2.562592354,1.350910211,-1.896937585,0.057836176,0.094070111
54137,67.11454133,-0.469872912,0.247721592,-1.896778187,0.057857219,0.094091129
234788,0.784030021,-2.957973809,1.559484025,-1.896764418,0.057859037,0.094091129
21346,3486.565015,-1.257106846,0.662810064,-1.896632103,0.05787651,0.094111461
252967,12.92835721,1.020459389,0.538072856,1.896507839,0.057892924,0.094130067
100503490,1.02582815,2.98203306,1.572586979,1.89625954,0.057925734,0.094175325
100503581,0.896897028,-2.5459168,1.342847214,-1.895909507,0.057972012,0.094238369
16578,54.88310554,-0.736211061,0.388319306,-1.895890958,0.057974465,0.094238369
235047,152.3778415,0.423933331,0.223639687,1.895608678,0.058011809,0.094290977
620913,7.096188059,-1.248307575,0.658606382,-1.895377283,0.058042436,0.094324563
11958,430.3491258,0.537838933,0.283762575,1.895383607,0.058041599,0.094324563
230726,47.76743587,0.891704131,0.470508241,1.895193438,0.058066779,0.094356025
435811,1.168081741,-2.962065247,1.563043991,-1.895061984,0.05808419,0.094376217
240776,1.233387132,-2.512986822,1.326110826,-1.895005132,0.058091722,0.094380355
381406,141.6262925,0.586127551,0.309342514,1.894752658,0.058125178,0.094426608
74195,641.7578993,0.170178332,0.089837033,1.894300449,0.058185141,0.094515912
233020,34.32391145,-0.632988368,0.334182243,-1.894141242,0.058206265,0.094542114
235130,234.7032593,1.102442593,0.58206106,1.89403255,0.058220689,0.094557431
76014,1334.233926,0.334108419,0.176430837,1.893707606,0.058263831,0.094619383
268481,1.569331558,-2.656274523,1.402782774,-1.893575094,0.058281432,0.094639848
66375,543.3579474,0.724881728,0.382840373,1.893430729,0.058300612,0.094662875
22241,3328.804278,-0.237487984,0.125470258,-1.892783105,0.058386719,0.094794559
399603,956.0893471,0.391613855,0.206971758,1.892112527,0.05847599,0.094931355
100503438,1.354538046,2.856312016,1.509816992,1.891826646,0.058514082,0.09498505
100929,262.3582986,0.24728492,0.130726329,1.89162292,0.05854124,0.095020989
212032,2.780614302,-1.466401334,0.775306361,-1.891383081,0.058573225,0.095056608
27053,1416.010123,0.810629529,0.428582974,1.89141795,0.058568574,0.095056608
20522,22.01001252,0.753258988,0.398274915,1.891304123,0.058583759,0.095065554
328489,11.47022446,1.119191561,0.591781948,1.89122288,0.058594598,0.095074996
383770,34.1511257,0.480581577,0.254149625,1.890939546,0.058632415,0.095128204
100504084,226.099261,0.310481316,0.164244751,1.890357617,0.058710148,0.09524616
109828,4.079626407,-1.141536024,0.604051325,-1.889799717,0.058784751,0.09535902
208990,5.314282806,-0.921707138,0.48790958,-1.88909416,0.058879213,0.095504071
241303,3.104713858,1.948829875,1.03168983,1.888968776,0.058896013,0.095523137
75338,1.209373359,2.834796319,1.500752252,1.888916918,0.058902962,0.095526226
211468,5.915853468,2.249574272,1.191008586,1.888797695,0.058918942,0.095535775
22068,64.57272353,2.203577993,1.166641685,1.888821581,0.05891574,0.095535775
108155,2948.280489,0.335694703,0.177749712,1.888580853,0.058948015,0.095574731
67678,246.0545743,0.325465632,0.172340615,1.888502208,0.058958562,0.095583647
17131,3373.857346,-1.149470435,0.60870952,-1.888372691,0.058975935,0.095603626
70426,1.101284844,-2.29939713,1.217773026,-1.888198442,0.058999315,0.095633339
619547,6778.540969,0.318931761,0.16896835,1.887523676,0.059089925,0.095772012
58185,47.82839397,0.719137459,0.381126003,1.886875871,0.059177023,0.095904746
18616,822.0684919,-0.508429984,0.269461209,-1.886839247,0.059181951,0.095904746
338351,207.0119971,0.666251,0.35311418,1.88678631,0.059189073,0.09590808
69882,411.869251,0.308080042,0.16330951,1.886479492,0.059230369,0.095966782
12570,0.993362273,-3.294903956,1.746661079,-1.88640143,0.05924088,0.095975599
237716,12.66086635,1.158065923,0.613955667,1.886237044,0.059263019,0.096003251
14409,6.975586356,0.769659967,0.408179776,1.885590645,0.059350139,0.096136156
16201,2291.585092,-0.409733878,0.21732951,-1.885311748,0.059387761,0.096188868
269400,469.5265724,0.337321334,0.17895652,1.884934592,0.059438669,0.096263088
83961,17.48003742,0.971305097,0.515329372,1.884823861,0.059453622,0.09627907
69918,52.74631554,-0.456627741,0.242272732,-1.884767376,0.059461251,0.096283189
13714,818.1486164,-0.40168295,0.213133043,-1.884658262,0.059475991,0.096298821
108037,895.2974249,0.403539801,0.21413596,1.884502727,0.059497006,0.09632461
26390,3769.75622,0.23989155,0.127300495,1.88445104,0.059503991,0.096327682
243043,1.498800586,4.209984436,2.234137291,1.884389313,0.059512334,0.096332952
12804,326.2732726,-2.266751289,1.202969548,-1.884296484,0.059524883,0.096345027
66335,781.6422083,0.657758843,0.349085839,1.884232383,0.059533549,0.096347179
15929,2117.259163,0.380878516,0.202142138,1.884211377,0.059536389,0.096347179
108803,1.044860918,-3.358148911,1.782954129,-1.883474654,0.059636072,0.096500246
69638,258.546048,-1.90611229,1.012581901,-1.88242777,0.059777958,0.096696785
100038516,0.684169541,-2.738128858,1.45453924,-1.882471632,0.059772008,0.096696785
70893,5.154920601,-5.662854492,3.008216218,-1.88246259,0.059773235,0.096696785
72821,3.887960292,-1.149773462,0.610766173,-1.882510056,0.059766796,0.096696785
94091,342.2571946,0.391423721,0.207940284,1.882385241,0.059783728,0.096697857
14121,3.333943786,1.758199559,0.93408937,1.882260536,0.05980065,0.096716965
244923,1.198497805,-2.978091252,1.582374612,-1.882039328,0.059830676,0.096757262
67528,68.35893241,0.677115196,0.359808586,1.881876148,0.059852834,0.096784828
14178,23.14915455,-0.708187008,0.376408767,-1.881430694,0.059913355,0.09687442
547267,56.28319107,0.538430522,0.286224191,1.8811496,0.059951571,0.096923505
68192,441.6225818,-0.463271205,0.246272552,-1.881132111,0.05995395,0.096923505
21761,1620.521191,-0.193702976,0.102984168,-1.880900525,0.059985452,0.096966153
66467,737.3467043,0.22661939,0.120507483,1.880542053,0.060034241,0.097036735
403088,1.567221976,-1.991798649,1.059401612,-1.880116687,0.060092177,0.097122089
77124,45.50681972,0.525998275,0.279779247,1.880047502,0.060101604,0.097129035
414758,122.1655427,0.563732665,0.299863485,1.87996436,0.060112935,0.097139056
239410,0.774838744,3.246664384,1.727148556,1.879782937,0.060137667,0.097170727
102920,144.9325454,0.772122795,0.410796349,1.879575601,0.060165941,0.097208118
100503152,11.75704754,-0.883795521,0.470336177,-1.87907196,0.060234668,0.097310854
109346,116.7563199,0.444932624,0.236820312,1.878777289,0.060274909,0.097367557
64242,7.832998395,-0.788844932,0.419949053,-1.878430078,0.060322354,0.097435886
244550,0.854300152,-2.411309818,1.283990299,-1.877981337,0.060383718,0.097526684
54450,0.824477184,3.344313806,1.781217665,1.877543588,0.060443629,0.097615121
381260,7.511274718,1.334919689,0.711018677,1.877474857,0.06045304,0.097621993
16211,4899.744632,0.187387715,0.099812018,1.87740634,0.060462423,0.097628818
234358,73.38571023,0.529029182,0.281802097,1.877307467,0.060475965,0.097642358
100504297,0.877313433,3.422964744,1.82379442,1.876836943,0.060540445,0.09773813
11512,2075.778481,-0.558699534,0.297698073,-1.876732116,0.060554819,0.097753
244209,8.225854845,1.063470238,0.566742789,1.876460114,0.060592127,0.097804887
103743,489.9829458,0.521618924,0.278010362,1.876257133,0.06061998,0.097841506
210106,984.3426352,-0.468024158,0.249458716,-1.876158773,0.060633481,0.097854955
320714,971.3473919,0.512792859,0.273339168,1.876031391,0.06065097,0.097874837
100504254,4.540244206,1.320021505,0.703804173,1.875552256,0.060716788,0.0979727
68888,8.093715362,-2.63147005,1.403222599,-1.875304782,0.060750806,0.098019238
217217,10.48776585,-1.085345422,0.579026283,-1.874432049,0.0608709,0.098204637
56382,488.5453403,0.496412221,0.264858372,1.874255349,0.060895239,0.098235533
100504500,10.51444746,-0.691768788,0.369308943,-1.873143883,0.061048519,0.098466024
13639,94.44562967,-0.576510275,0.307775456,-1.873152207,0.06104737,0.098466024
277250,1535.976455,-0.261826711,0.139839098,-1.872342679,0.06115921,0.098636157
68318,105.4043916,-0.691655586,0.369440339,-1.872171262,0.061182914,0.098665981
665775,989.9414801,-0.375877775,0.200835759,-1.871567976,0.061266397,0.098792196
20683,2379.820874,-0.309242928,0.165250135,-1.871362632,0.061294835,0.098829635
20916,1406.21621,-0.341199429,0.182351306,-1.871110416,0.061329778,0.098877556
621832,260.173521,0.338103618,0.180739449,1.870668637,0.061391025,0.098967872
73178,1390.439364,-0.210223985,0.112394767,-1.870407239,0.061427288,0.099017901
70769,3287.060118,-0.422733938,0.226028205,-1.87027074,0.061446231,0.099031574
18823,47.30328365,-0.555830648,0.297191386,-1.870278459,0.061445159,0.099031574
228140,2302.692394,-0.466632897,0.249518801,-1.870131209,0.0614656,0.099049055
233878,11.77146043,-0.703698046,0.376285525,-1.870117234,0.06146754,0.099049055
432725,23.45404458,0.667070043,0.356856841,1.869293136,0.061582043,0.099216678
66302,164.1325573,0.646819449,0.346019156,1.869316878,0.061578741,0.099216678
100043670,1431.687791,0.353422512,0.189104666,1.868925394,0.061633195,0.099290641
671878,294.4924877,-1.04853681,0.561090538,-1.868747982,0.061657885,0.099321967
544990,2.472471049,3.822256806,2.045920085,1.868233678,0.061729506,0.099428879
100504341,5.29419817,-0.968340741,0.518343843,-1.868143614,0.061742056,0.099440633
100862107,4.597288533,-1.113210314,0.596243035,-1.867041204,0.061895834,0.099679827
170765,10.73045643,-1.043196145,0.558977375,-1.866258265,0.062005241,0.099844092
76952,742.9089019,0.373166312,0.199956677,1.866235813,0.062008381,0.099844092
12160,3.253499404,-1.974258065,1.057968346,-1.866084247,0.06202958,0.099869733
319152,1.865885257,2.841398369,1.522872447,1.865815074,0.062067243,0.099921875
18676,1767.111851,-0.190666451,0.102211419,-1.86541243,0.062123616,0.100004128
11740,8300.793089,0.446483796,0.23936264,1.865302772,0.062138977,0.100020351
73130,4112.278873,0.361915348,0.194037295,1.865184468,0.062155552,0.100038526
100045653,1.023643506,-2.16870248,1.162827981,-1.865024333,0.062177994,0.100066139
100503754,6.905064812,-0.922807958,0.494823186,-1.864924652,0.062191966,0.10008012
73274,2804.263085,0.280207437,0.150259241,1.864826643,0.062205707,0.100093725
13179,4266.977037,-1.702990336,0.91330321,-1.86464946,0.062230555,0.100125198
18432,4134.354176,-0.499674151,0.267990043,-1.864525061,0.062248006,0.100144765
70103,372.6825011,0.249618086,0.133890167,1.864349649,0.062272619,0.100175851
22350,14688.59406,0.622389035,0.333880713,1.864105982,0.062306823,0.100222358
434205,1.12074529,-2.353527679,1.262904589,-1.863583124,0.062380269,0.100331976
232210,399.2397673,-0.394144579,0.211527706,-1.863323657,0.062416744,0.100382114
93710,8.949581987,-0.928714058,0.498462849,-1.86315602,0.062440319,0.100411499
668936,182.9487879,0.434919958,0.233552611,1.862192661,0.062575938,0.100621046
74469,1.91658126,-1.957801612,1.051422635,-1.86205009,0.06259603,0.100644806
20890,3.009652636,-1.513353181,0.812819629,-1.861856096,0.062623377,0.100680226
19943,142.5455937,-0.313620787,0.168479764,-1.861474517,0.062677196,0.100758196
100861753,113.6520154,-0.349739867,0.187909927,-1.861210173,0.062714502,0.100809609
626316,1.279304291,3.43669655,1.846545105,1.861149528,0.062723064,0.100814812
16992,8.825868121,0.749850816,0.402974014,1.860791987,0.062773558,0.100887407
70218,117.5874243,1.084049426,0.582588823,1.860745322,0.06278015,0.100889439
237246,7.195017447,-0.844196364,0.453867123,-1.860007745,0.06288443,0.101048443
100216534,123.716098,-0.458535982,0.246719931,-1.858528333,0.063094024,0.101376633
100043872,1334.093895,0.419863079,0.225986391,1.857913108,0.063181355,0.101508338
11772,1762.416576,0.726279834,0.390925716,1.857846143,0.063190866,0.101515006
52857,3148.922461,-0.380930162,0.205067947,-1.857580217,0.06322865,0.101567087
20005,190.6675102,-0.358054349,0.192777985,-1.857340443,0.063262734,0.101613217
18751,7.195118951,-1.372322477,0.738899674,-1.85725143,0.063275391,0.101624926
434460,502.8924939,0.423646048,0.228110559,1.857196129,0.063283256,0.101628936
66199,345.8157439,0.217502568,0.117126804,1.856983721,0.06331347,0.101668836
229499,0.985513295,-3.271871235,1.762139759,-1.856760349,0.063345257,0.101711253
68173,119.0030485,-0.495829832,0.26714746,-1.856015524,0.063451345,0.101864319
75137,639.3270004,0.165387833,0.089107382,1.856050865,0.063446308,0.101864319
338521,3.998906673,1.526793174,0.822637215,1.855973869,0.063457283,0.101865213
14680,96.05697466,0.307174378,0.16551554,1.855864275,0.063472906,0.101881655
68961,278.6932959,0.259830109,0.140009249,1.855806755,0.063481107,0.101886182
12355,1.332793557,-2.158481501,1.163152083,-1.85571735,0.063493856,0.101898006
67781,1331.623033,-0.356945656,0.192421881,-1.855015938,0.063593951,0.102032697
60365,756.5028616,-0.260631235,0.140498343,-1.855048459,0.063589307,0.102032697
22589,4315.639769,-0.194675913,0.104942208,-1.855077345,0.063585182,0.102032697
68294,1253.05451,0.555950002,0.299708446,1.85496942,0.063600594,0.102034709
59290,9.17984236,1.466118023,0.790483287,1.85471097,0.063637511,0.102085287
266645,1.223774336,-2.308021496,1.244473929,-1.854616189,0.063651055,0.102098362
613254,15.20929121,0.747210086,0.402930726,1.854438091,0.063676509,0.102127584
58911,775.7153027,-0.296956043,0.160137085,-1.854386468,0.063683889,0.102127584
17772,231.6665532,-0.538642565,0.290471136,-1.854375526,0.063685454,0.102127584
219132,71.84620491,0.977116018,0.526996693,1.854121726,0.063721747,0.102177131
20184,622.0708853,-0.349129789,0.188304215,-1.854073151,0.063728695,0.102179619
26465,895.3471981,-0.482913321,0.26048944,-1.853869091,0.063757891,0.102217774
56433,796.9672821,-0.25582053,0.137997338,-1.853807715,0.063766674,0.1022232
100046095,4.000914942,1.943611563,1.048469719,1.853760322,0.063773457,0.102225418
52432,1268.485136,0.277876584,0.149911986,1.853598178,0.063796668,0.102253968
59021,2214.436908,0.297806259,0.160673254,1.853489937,0.063812167,0.102270152
217216,57.92623355,1.216800421,0.656657478,1.853021494,0.063879278,0.102369044
235628,1.239874683,3.386653126,1.827911181,1.852744904,0.063918931,0.102423919
193322,1.557977287,3.120320601,1.684560155,1.852305833,0.063981919,0.102516176
270185,1.126132797,-2.911257386,1.571865304,-1.852103599,0.064010948,0.10255401
99712,762.5639367,0.503440516,0.271857362,1.851855374,0.064046594,0.102602437
243897,32.7684683,-0.711643469,0.384306323,-1.851761022,0.064060147,0.102615467
100041958,10.61169764,-1.743954207,0.941804615,-1.851715504,0.064066687,0.102617261
100041373,5.144675359,1.283101211,0.69295901,1.851626419,0.064079487,0.102629081
77113,434.9885599,0.330051051,0.178292108,1.851181496,0.064143447,0.10272283
100037396,2.656369267,1.904566625,1.029202544,1.850526543,0.064237696,0.102865066
230751,85.04981276,-0.680576651,0.367795631,-1.850420704,0.064252937,0.102880771
100764,116.7551329,-0.40586174,0.219352955,-1.850267938,0.064274941,0.102907301
217212,1.302334689,-2.596822279,1.403674269,-1.850017726,0.064310995,0.102956318
767812,39.12151052,-0.481543628,0.260381497,-1.849377288,0.064403353,0.103095458
70422,635.3217989,0.412234152,0.222912896,1.849305985,0.064413642,0.103103212
216438,106.4879599,0.469942896,0.254233711,1.848468061,0.064534661,0.103288188
544707,3.928779739,-1.439788462,0.779019615,-1.848205661,0.064572597,0.10334017
240186,54.14921892,-0.584499555,0.316337546,-1.847708447,0.064644531,0.103446548
13800,677.3268343,-0.551204529,0.298359088,-1.847453455,0.064681448,0.103496876
76606,0.994102813,-3.283069239,1.777840588,-1.846661203,0.064796258,0.103671822
63872,225.1493655,-0.813008027,0.44027994,-1.846570677,0.064809387,0.103684067
68545,677.8033956,-1.178719098,0.638472634,-1.846154454,0.064869782,0.103771921
71326,0.713980603,-2.786400375,1.509663317,-1.845709797,0.064934354,0.103866441
14431,64.01950989,-0.440093833,0.238506576,-1.845206283,0.065007537,0.103974717
17773,0.712858312,-2.784732085,1.509242949,-1.845118499,0.065020303,0.103986351
17300,547.9606319,0.617622732,0.334912462,1.844131834,0.06516393,0.10419845
69659,1.026272971,2.94430794,1.596581205,1.844132907,0.065163773,0.10419845
100503024,18.50402167,0.67026236,0.363472863,1.844050625,0.065175763,0.104205228
56707,103.4258631,0.775003822,0.420277868,1.844027205,0.065179176,0.104205228
20104,640.3261053,0.348400649,0.188938945,1.84398536,0.065185274,0.104206178
100039062,121.6522535,-0.509953175,0.276580824,-1.843776324,0.065215744,0.104246087
20872,641.3570902,0.193442999,0.104924044,1.843647946,0.065234464,0.104267207
12013,3994.317776,-0.514274674,0.279003135,-1.843257693,0.065291395,0.10434135
27397,709.8481382,0.291989592,0.158409815,1.843254421,0.065291873,0.10434135
76251,581.1016005,-0.250513987,0.136046773,-1.841381319,0.065565698,0.104770102
211378,18.37028847,0.847193318,0.460097916,1.841332658,0.065572825,0.104772647
320719,11.21257144,0.716231311,0.389062747,1.840914648,0.065634068,0.104861652
72194,999.148197,-0.404269974,0.219629936,-1.84068703,0.065667436,0.10489726
217692,447.2757827,-0.970709278,0.527352645,-1.84072136,0.065662402,0.10489726
104366,64.19579692,-0.476297231,0.258887037,-1.839787868,0.065799387,0.105099173
105975,8.623872117,1.912328226,1.039502671,1.839656866,0.06581863,0.105121041
11538,2663.206657,-0.273900645,0.148940231,-1.838997048,0.06591562,0.105267068
73061,26.80076239,-0.826234778,0.449303197,-1.838924768,0.065926252,0.105275167
100861739,1.198008663,2.124776109,1.155490609,1.838851906,0.065936971,0.105283405
76969,235.7697175,0.853277654,0.464104141,1.838547813,0.065981723,0.105337095
66282,214.4422644,0.538899966,0.293108963,1.83856529,0.06597915,0.105337095
56737,274.3854143,0.692204647,0.376613473,1.837971013,0.066066677,0.105463828
72852,91.1752557,-0.671207548,0.365197791,-1.837928829,0.066072893,0.105464859
27984,8611.135163,0.765699485,0.416742026,1.837346457,0.066158766,0.105593026
73833,189.1002409,0.342885661,0.186652258,1.837029274,0.066205574,0.105658828
11752,265.6964558,1.298928052,0.707197534,1.836725935,0.066250365,0.105721399
68732,959.7336538,0.708170923,0.385581586,1.836630559,0.066264453,0.10573497
104885,3.151346556,2.60287375,1.417518291,1.836218811,0.066325302,0.105823145
18294,120.0258926,0.39272678,0.213978441,1.83535677,0.066452845,0.106017708
66911,338.1976426,0.396160391,0.215935967,1.83461976,0.066562049,0.106182983
242523,1.386877377,-2.582135685,1.407480522,-1.834580049,0.066567937,0.106183431
630952,1.226448306,3.933428847,2.145104543,1.833676993,0.066701956,0.106388243
74412,842.7404253,0.307120287,0.167515135,1.833388291,0.066744848,0.106447687
237775,96.76700179,-0.515921044,0.28144748,-1.833098825,0.066787876,0.10650734
100503666,3.847576677,1.499114874,0.818015824,1.832623319,0.066858608,0.106611157
69731,327.3374111,0.426313734,0.232669953,1.832268103,0.066911487,0.106686492
100040654,3.37601453,1.798119745,0.981402414,1.832194134,0.066922503,0.106695071
319448,2880.034808,0.637870036,0.348165084,1.832090769,0.066937898,0.106710631
233164,0.688540176,-2.746192693,1.499039109,-1.831968677,0.066956087,0.106730641
70380,388.3721426,0.590649008,0.322423013,1.831907106,0.066965262,0.10673628
225655,13.91065279,-1.760543959,0.961166965,-1.831673396,0.067000095,0.106782811
108900,24.02326471,-0.598341373,0.326709175,-1.831418946,0.067038036,0.106831835
67141,59.30791977,0.781453661,0.42669942,1.831391431,0.067042139,0.106831835
67576,3.241611104,-1.299201116,0.709429373,-1.831332568,0.067050919,0.106836835
13105,7.11315694,1.415890956,0.7731955,1.831219861,0.067067734,0.106854634
74387,3.536403794,-1.708511678,0.933074847,-1.831055336,0.067092284,0.106880275
60532,724.0508752,0.199900401,0.109177875,1.830960715,0.067106407,0.106880275
381524,2.413965034,-1.73520092,0.947663098,-1.831031433,0.067095852,0.106880275
100503791,5.746488125,1.644279683,0.898025459,1.830994508,0.067101363,0.106880275
18778,0.766100912,2.565162594,1.401022658,1.830921562,0.067112252,0.106880593
109342,8.109579711,-0.920571289,0.50304663,-1.82999196,0.067251141,0.107092776
231871,126.6211988,-0.385097047,0.210445206,-1.829915992,0.067262502,0.107101859
240055,22.31620727,0.794576559,0.434377107,1.829232128,0.067364841,0.107246776
434434,19.01046573,0.495573087,0.270918561,1.829232684,0.067364758,0.107246776
72301,0.686424822,3.102541483,1.696232105,1.829078388,0.067387866,0.107274412
77604,263.2354809,-0.391179572,0.213885844,-1.828917542,0.067411962,0.107303748
76224,5.464129247,0.878486676,0.480375538,1.828749816,0.067437096,0.107334732
381306,84.11698989,0.714632172,0.3908459,1.82842438,0.067485885,0.107403358
18538,3133.708877,-0.444699255,0.243292443,-1.82783834,0.067573817,0.107534263
17423,384.2500051,0.344611806,0.188542244,1.827769723,0.067584119,0.107541618
77569,257.9749703,-1.165155776,0.637503066,-1.827686544,0.067596609,0.107552453
20703,2.216162592,-1.763248052,0.964775067,-1.827626056,0.067605692,0.107557868
66840,1635.385607,-0.257789962,0.141065048,-1.827454529,0.067631457,0.107580779
16597,116.4989973,-1.028835495,0.562978732,-1.827485545,0.067626798,0.107580779
13511,2987.299589,0.457641973,0.250477597,1.827077465,0.067688123,0.107661872
385658,40.23963111,0.586142254,0.320946562,1.826292359,0.067806236,0.107840677
328918,35.09708691,-0.388101964,0.212519589,-1.826193839,0.067821069,0.107855209
69312,1.259765293,2.198255803,1.204150854,1.825565125,0.067915793,0.107996777
22262,1.764324296,1.983871998,1.087027164,1.825043626,0.067994446,0.108112768
67804,961.2362425,0.299954591,0.164470723,1.823756747,0.068188856,0.108412779
56388,4.207137381,3.710707001,2.034749545,1.82366769,0.068202326,0.108422964
28035,591.8392507,0.350534602,0.192217134,1.823638685,0.068206714,0.108422964
258449,0.669912688,2.91652411,1.59955707,1.823332324,0.068253073,0.10848755
22441,1.225740528,-2.301241798,1.262503762,-1.822760349,0.068339696,0.108616117
212679,203.7375911,0.3729681,0.204637732,1.822577376,0.068367425,0.108651068
69050,0.66835922,2.914436554,1.59925171,1.822375136,0.068398085,0.10869067
12309,3.09577496,3.029757984,1.662897349,1.821975352,0.068458726,0.108777905
387235,3.229741236,-1.347813409,0.739871095,-1.821686802,0.068502522,0.108838361
268756,7.390314697,1.461990164,0.802639565,1.821477817,0.068534256,0.108879644
319184,0.861227306,2.793251735,1.533605366,1.821362782,0.068551729,0.108898266
56349,1417.028474,-0.926131333,0.508621441,-1.820865692,0.068627275,0.108999986
546134,8.729017867,1.020078343,0.560209491,1.82088729,0.068623992,0.108999986
12140,0.667318632,-2.712466283,1.490069112,-1.820362734,0.068703784,0.109094049
15112,3.096709189,-1.665236368,0.914778724,-1.820370681,0.068702574,0.109094049
71607,5.860028463,-0.981656256,0.539252619,-1.820401462,0.06869789,0.109094049
434797,2.171084788,1.738498452,0.955086743,1.820251892,0.068720654,0.109111686
101122,33.0506709,0.588609714,0.323382669,1.820164689,0.068733929,0.109123613
74320,1293.335993,-0.236946063,0.130189548,-1.820008339,0.068757735,0.109152256
56613,499.2496467,-0.28496393,0.156580394,-1.819920893,0.068771053,0.109164245
100037278,73.32744194,0.314758115,0.172978368,1.819638603,0.068814059,0.109223354
233752,3.481479506,-1.445222749,0.794255486,-1.819594293,0.068820811,0.109224916
380780,0.787335835,3.229404173,1.775144158,1.819234882,0.068875603,0.109302713
27354,451.2382315,-0.388309143,0.213488106,-1.818879521,0.068929813,0.109379574
76846,5503.377711,0.44538788,0.244887547,1.818744505,0.068950418,0.109403103
231287,328.8956239,0.568321522,0.312552758,1.818321892,0.069014949,0.109496316
11937,11.75329406,0.704503269,0.387480967,1.818162257,0.069039337,0.109525832
67279,143.8690456,0.424084899,0.233422065,1.816815816,0.06924532,0.109843406
67891,16720.31882,0.336263841,0.185119996,1.816464181,0.069299198,0.109919662
211187,7.178664157,2.523916549,1.389596637,1.816294371,0.069325228,0.10995174
70240,30.37645678,0.658924395,0.363034857,1.815044431,0.069517082,0.11024679
194388,1786.343207,0.242638895,0.133707523,1.814698893,0.069570195,0.110321782
110109,1183.800776,-0.482047479,0.265763238,-1.813823019,0.069704977,0.110526258
58238,45.75580411,-0.756818158,0.41744093,-1.812994612,0.069832652,0.110719431
240054,50.12679517,0.342483278,0.188987116,1.812204373,0.069954624,0.110903529
67103,185.2640523,0.401679024,0.221688247,1.811909421,0.070000193,0.110957192
17346,398.801221,0.347499406,0.191785761,1.811914525,0.069999405,0.110957192
73270,1.083055628,-2.26920447,1.252708486,-1.811438572,0.07007299,0.111053987
14916,0.986963712,-3.27416772,1.807493659,-1.811440778,0.070072648,0.111053987
21401,60.25832655,-0.737849663,0.407337676,-1.811395573,0.070079641,0.111055233
22326,0.904852015,-3.165201982,1.747516776,-1.811256993,0.07010108,0.11107991
321014,10.00449915,-0.792000336,0.437302862,-1.811102566,0.070124976,0.111108477
26438,0.918846564,-3.184202851,1.758356764,-1.810896921,0.070156809,0.111149613
13368,128.8227566,-0.339761001,0.187630539,-1.810797978,0.070172129,0.111164583
436583,2.087402603,-1.452929394,0.802488017,-1.810530953,0.070213489,0.111220798
384557,1.187774411,-2.3277611,1.286058273,-1.809996599,0.070296315,0.111342682
76582,477.9133592,0.253479534,0.140134408,1.808831513,0.070477183,0.111619823
93687,8106.006465,-0.274812956,0.151955215,-1.808512825,0.070526723,0.11168894
56289,4412.286662,-0.498728495,0.275790905,-1.808357298,0.070550909,0.111717899
20255,2.229108888,-1.643508739,0.908992673,-1.808054991,0.070597942,0.111783027
68874,42.34582294,-0.637073183,0.352445054,-1.807581567,0.070671649,0.111890376
16978,2600.154969,0.524753884,0.290362423,1.807237582,0.070725243,0.111965866
14296,63.0175585,0.639939504,0.354271467,1.806353498,0.07086314,0.112174793
234407,2338.815372,-0.434372617,0.240615583,-1.805255552,0.071034702,0.11243697
15485,3.615186395,-1.106590961,0.613013786,-1.805164885,0.071048884,0.112450018
16532,2.954592886,1.210232848,0.67051095,1.804941214,0.071083882,0.112496006
243547,18.20091221,-1.443412614,0.799807228,-1.804700638,0.07112154,0.112539857
100861831,13.71479063,0.757186412,0.41956632,1.80468826,0.071123478,0.112539857
