gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
12418,979.8987566,-1.435958031,0.231899253,-6.192163237,5.93E-10,4.09E-09
246104,396.5557003,-2.521994365,0.407304246,-6.191917684,5.94E-10,4.10E-09
16506,13.09440726,-3.132026663,0.505951925,-6.190364156,6.00E-10,4.13E-09
230857,2987.87233,-1.345461501,0.217381875,-6.189391362,6.04E-10,4.16E-09
14380,142.7350131,2.254538292,0.364301372,6.188662652,6.07E-10,4.18E-09
66240,25.46877755,-4.577947488,0.739762475,-6.188401876,6.08E-10,4.18E-09
13982,424.6497642,2.886356557,0.466460102,6.187788718,6.10E-10,4.20E-09
13643,48.64442171,-2.995131319,0.484054385,-6.187592573,6.11E-10,4.20E-09
69807,273.2424395,-1.304596108,0.210885553,-6.186275391,6.16E-10,4.23E-09
226352,431.4343209,1.624584002,0.262621515,6.186027839,6.17E-10,4.24E-09
22245,428.7085785,1.018824513,0.164755452,6.183859163,6.26E-10,4.30E-09
21679,173.893631,3.395196234,0.549332534,6.180584662,6.39E-10,4.38E-09
320469,78.0934609,-1.865343047,0.302001032,-6.176611493,6.55E-10,4.49E-09
11973,2251.07862,1.226578639,0.198665623,6.174085983,6.65E-10,4.57E-09
74257,206.3732844,1.873308312,0.303460231,6.173159185,6.69E-10,4.59E-09
72886,116.8696303,0.874316611,0.141689127,6.170668339,6.80E-10,4.66E-09
217351,989.4077932,-0.882107939,0.142981365,-6.169390944,6.86E-10,4.70E-09
381270,10.82256127,-5.266487363,0.854358741,-6.164257597,7.08E-10,4.85E-09
328263,9.898234372,-6.093218664,0.98847901,-6.164236773,7.08E-10,4.85E-09
56087,32.27581927,2.526035882,0.409806691,6.163969353,7.09E-10,4.86E-09
67488,1584.548028,-1.841949042,0.298974917,-6.16088153,7.23E-10,4.95E-09
67512,203.9627552,1.382119885,0.224374872,6.159869308,7.28E-10,4.98E-09
100038464,75.37330502,4.830080672,0.784183365,6.159376601,7.30E-10,4.99E-09
69024,243.3103861,1.10907627,0.180110152,6.157766548,7.38E-10,5.04E-09
209588,1156.801896,3.979126441,0.646372131,6.156092206,7.46E-10,5.09E-09
72475,2049.061038,-0.948146617,0.15402328,-6.15586565,7.47E-10,5.10E-09
83675,103.9354428,-2.28146657,0.370632048,-6.155610611,7.48E-10,5.11E-09
22065,11.2949769,-3.941716444,0.640473642,-6.154377303,7.54E-10,5.14E-09
100043682,10.31197529,-5.66902429,0.921275156,-6.153453997,7.58E-10,5.17E-09
171580,262.490905,-3.406161612,0.553566932,-6.153116117,7.60E-10,5.18E-09
234094,1267.226742,-3.641136088,0.591797204,-6.152675386,7.62E-10,5.19E-09
13706,26.26574069,7.822030675,1.271608143,6.151290174,7.69E-10,5.24E-09
12562,445.4967643,-2.385958831,0.387925261,-6.150563193,7.72E-10,5.26E-09
235527,16.60770311,-2.571640746,0.418163947,-6.149838515,7.76E-10,5.28E-09
12752,404.0500255,1.265593311,0.205797505,6.149701924,7.76E-10,5.29E-09
56496,179.8961845,-1.764797713,0.286989905,-6.149337258,7.78E-10,5.30E-09
14667,6520.13877,3.730866639,0.60684258,6.147997462,7.85E-10,5.34E-09
228359,3438.030999,-2.348659772,0.382033863,-6.147779025,7.86E-10,5.34E-09
106522,95.18897213,-1.341164938,0.218158772,-6.147655343,7.86E-10,5.35E-09
553127,71.46382371,-1.425024073,0.231802597,-6.147575967,7.87E-10,5.35E-09
212733,686.8999623,3.600475403,0.585701633,6.147285918,7.88E-10,5.35E-09
14660,5100.428889,-1.800621276,0.292976241,-6.145963479,7.95E-10,5.40E-09
67116,537.3363157,-1.411799055,0.22972009,-6.145736134,7.96E-10,5.40E-09
16579,431.4008734,-1.335512055,0.217315508,-6.145498176,7.97E-10,5.41E-09
245386,68.36603269,-3.014443398,0.490647274,-6.143809525,8.06E-10,5.47E-09
216848,2952.945438,1.516761527,0.246967989,6.141530867,8.17E-10,5.54E-09
17528,59.75546307,-2.765385383,0.450297831,-6.141236297,8.19E-10,5.55E-09
78808,729.3920138,-1.092005458,0.177823581,-6.140948534,8.20E-10,5.56E-09
12879,9.363194658,-4.691985641,0.764451548,-6.13771488,8.37E-10,5.67E-09
11430,2496.879027,1.010728227,0.164686777,6.137276154,8.39E-10,5.68E-09
16193,499.7809025,-2.756087015,0.449089167,-6.137059666,8.41E-10,5.69E-09
16980,165.5145269,-4.223795579,0.688524375,-6.134562167,8.54E-10,5.78E-09
384724,49.49280564,-1.718622286,0.280307973,-6.131193012,8.72E-10,5.90E-09
69085,409.5839643,0.690343878,0.112601565,6.130855077,8.74E-10,5.91E-09
69253,25.50679467,-2.989611622,0.487725707,-6.129698673,8.80E-10,5.95E-09
22044,42.78468043,-7.001799972,1.142713693,-6.127344069,8.94E-10,6.04E-09
20652,421.4037528,-2.775637276,0.453107487,-6.125781095,9.02E-10,6.10E-09
237500,1344.619222,-1.151546933,0.188028779,-6.124312142,9.11E-10,6.15E-09
170677,268.1227487,2.259499178,0.369001395,6.123280849,9.17E-10,6.19E-09
11840,7438.767721,0.744620564,0.121622702,6.122381373,9.22E-10,6.22E-09
11601,44.75177139,-2.149190959,0.351048334,-6.122208122,9.23E-10,6.23E-09
213464,413.1739235,0.973267751,0.159028118,6.120098511,9.35E-10,6.31E-09
107197,233.8207306,1.178660472,0.192603884,6.119609044,9.38E-10,6.32E-09
27260,333.5464553,-1.424232718,0.232737536,-6.119480086,9.39E-10,6.33E-09
21881,11403.27389,2.793173016,0.45669593,6.116045346,9.59E-10,6.46E-09
230863,318.559973,-3.230739891,0.52823701,-6.11608015,9.59E-10,6.46E-09
620016,1147.18808,0.564684546,0.092343003,6.115076702,9.65E-10,6.50E-09
319207,93.52740926,-2.395954771,0.391832514,-6.114742101,9.67E-10,6.51E-09
100042194,39.97409018,-7.636107296,1.248845773,-6.114531882,9.68E-10,6.51E-09
66483,1208.307289,1.300622057,0.212740396,6.113658151,9.74E-10,6.55E-09
74407,163.6632939,4.260556036,0.69695804,6.113073944,9.77E-10,6.57E-09
100504376,14.30831345,-2.384559623,0.390107728,-6.112566999,9.80E-10,6.59E-09
171543,169.6390816,1.842209836,0.301476145,6.110632184,9.92E-10,6.67E-09
68813,527.7343384,1.717705874,0.281202721,6.108425511,1.01E-09,6.76E-09
211798,51.84825918,2.468872137,0.40433545,6.105999703,1.02E-09,6.86E-09
23934,84.6520427,-5.10506247,0.83616623,-6.105320077,1.03E-09,6.88E-09
100502959,58.31685811,-1.253687849,0.205350468,-6.105113169,1.03E-09,6.89E-09
67306,501.8975747,-2.348259396,0.384694223,-6.104223179,1.03E-09,6.93E-09
71063,464.8623887,1.375598623,0.225406787,6.102738251,1.04E-09,6.99E-09
78369,25.753692,-2.629257338,0.430913647,-6.101587531,1.05E-09,7.04E-09
76219,15.49946908,-2.481643674,0.40675904,-6.101016647,1.05E-09,7.06E-09
27219,92.49047491,5.896247814,0.966529874,6.100429972,1.06E-09,7.08E-09
234736,426.3575744,1.350848669,0.221531684,6.097767343,1.08E-09,7.20E-09
93742,2476.366465,-1.070332522,0.175532608,-6.097627863,1.08E-09,7.20E-09
790910,10.33283254,-4.554366948,0.747081647,-6.096210455,1.09E-09,7.26E-09
634731,98.99237093,4.300691611,0.705599242,6.09509103,1.09E-09,7.31E-09
29816,1793.445486,1.590417968,0.260971376,6.0942238,1.10E-09,7.35E-09
24004,757.6041008,-3.916512915,0.64271068,-6.093741771,1.10E-09,7.37E-09
66665,146.9979882,-0.962462178,0.15797371,-6.09254652,1.11E-09,7.42E-09
240087,2152.653644,-1.061786971,0.174298073,-6.091788343,1.12E-09,7.45E-09
53417,20.61385355,3.752882235,0.616298173,6.089393739,1.13E-09,7.56E-09
110391,226.4018916,1.389423478,0.228206436,6.088450014,1.14E-09,7.61E-09
13478,507.362505,2.078123846,0.341371751,6.087568286,1.15E-09,7.65E-09
108832,17.56879366,-3.202039837,0.526016983,-6.08733167,1.15E-09,7.65E-09
387512,14.20855518,-4.71177503,0.77408432,-6.086901528,1.15E-09,7.67E-09
67200,121.7694785,1.001528449,0.164604476,6.084454542,1.17E-09,7.79E-09
99650,505.4918938,1.658892876,0.272683403,6.08358579,1.18E-09,7.83E-09
20856,1490.598984,4.577030703,0.752773963,6.0802192,1.20E-09,7.99E-09
319504,163.6413853,-3.927052816,0.645880098,-6.080157643,1.20E-09,7.99E-09
22229,181.156654,4.794045141,0.78854435,6.079613835,1.20E-09,8.01E-09
192292,2086.82761,-0.656976254,0.108067629,-6.079306643,1.21E-09,8.03E-09
327812,54.71726469,-2.453700076,0.403631343,-6.079062287,1.21E-09,8.04E-09
18619,56.33876766,-3.150910311,0.518340011,-6.078848326,1.21E-09,8.04E-09
213649,825.8434062,-1.320097762,0.217178661,-6.078395357,1.21E-09,8.06E-09
56473,5018.296026,3.159492346,0.519872752,6.07743402,1.22E-09,8.11E-09
52653,445.3336671,1.501185522,0.247026457,6.077023253,1.22E-09,8.13E-09
69524,270.0560457,-2.315609754,0.381109127,-6.075975593,1.23E-09,8.18E-09
73419,109.9435309,1.990893562,0.327740821,6.074597479,1.24E-09,8.25E-09
212919,74.10577298,-1.607230665,0.264591371,-6.074388064,1.24E-09,8.25E-09
67708,164.7128778,-1.806225767,0.29743433,-6.072687599,1.26E-09,8.34E-09
231474,43.34491684,-2.235974795,0.368228066,-6.07225521,1.26E-09,8.36E-09
59031,140.8732574,-2.616710603,0.43095645,-6.071867829,1.26E-09,8.38E-09
319161,17.7609355,2.760814426,0.454702362,6.07169581,1.27E-09,8.38E-09
108857,2477.617288,0.298755491,0.049204665,6.071690321,1.27E-09,8.38E-09
269855,42.54447353,-1.717765646,0.282952959,-6.070852381,1.27E-09,8.42E-09
109222,9.671550358,-4.398382366,0.724818973,-6.068249494,1.29E-09,8.55E-09
74202,3959.266478,-2.481619186,0.408990353,-6.067671683,1.30E-09,8.58E-09
100102,10.32099511,-2.889823078,0.476288715,-6.067376758,1.30E-09,8.60E-09
242669,232.6130911,-3.089018752,0.509213479,-6.066254878,1.31E-09,8.65E-09
269693,6.752639261,-6.042423937,0.996311924,-6.064791347,1.32E-09,8.73E-09
218194,320.3919823,3.575902303,0.589646868,6.064481124,1.32E-09,8.74E-09
67290,141.3021147,1.554590343,0.256368818,6.063882327,1.33E-09,8.77E-09
210789,1528.379404,1.913242064,0.315554933,6.063103004,1.34E-09,8.81E-09
20605,17.58709161,-6.948942681,1.146178806,-6.062703869,1.34E-09,8.83E-09
171283,22.56965193,5.446837325,0.898592853,6.061518635,1.35E-09,8.89E-09
235472,17.7157944,-3.723946754,0.614372484,-6.061382713,1.35E-09,8.90E-09
218772,58.25675115,-3.064273528,0.505826713,-6.057951173,1.38E-09,9.09E-09
381310,79.24298535,-3.755903703,0.620489043,-6.053134612,1.42E-09,9.36E-09
16559,23.36414625,-2.108273513,0.34829625,-6.053104252,1.42E-09,9.36E-09
213696,557.4500107,4.278171439,0.706818571,6.052715102,1.42E-09,9.38E-09
192970,166.6695726,1.715620926,0.283482147,6.051954043,1.43E-09,9.42E-09
226777,1336.340805,2.569869071,0.424704191,6.050962351,1.44E-09,9.47E-09
12841,2281.627519,-2.969512579,0.490831003,-6.04996946,1.45E-09,9.53E-09
664968,360.2675682,1.616352619,0.267217197,6.048834565,1.46E-09,9.59E-09
17858,166.4175246,-2.760168613,0.45633993,-6.048492437,1.46E-09,9.61E-09
235300,9.581605648,-3.963499463,0.655284904,-6.048513309,1.46E-09,9.61E-09
64435,43.64726432,6.368555267,1.053028212,6.047848666,1.47E-09,9.64E-09
19341,588.9443022,1.584032965,0.261937278,6.047375067,1.47E-09,9.67E-09
217265,809.6171328,-1.412616095,0.233720855,-6.044031,1.50E-09,9.86E-09
12490,230.0617895,-2.663273838,0.440846491,-6.041272625,1.53E-09,1.00E-08
20226,2185.070082,1.114486189,0.184484812,6.041072845,1.53E-09,1.00E-08
12479,359.7686412,2.185637418,0.361805271,6.040921991,1.53E-09,1.00E-08
56538,140.8129002,4.871033399,0.806339629,6.04092026,1.53E-09,1.00E-08
16410,4643.378122,-1.058736273,0.175326584,-6.038652264,1.55E-09,1.02E-08
50709,59.6514032,2.911792596,0.482321743,6.037033656,1.57E-09,1.03E-08
230085,10.12833668,-5.187676143,0.859366667,-6.036627138,1.57E-09,1.03E-08
66949,492.8340364,-2.057087648,0.340860028,-6.034992305,1.59E-09,1.04E-08
70802,520.6167978,-0.612951826,0.101593819,-6.033357474,1.61E-09,1.05E-08
74769,723.9185519,1.194538163,0.198089762,6.030287223,1.64E-09,1.07E-08
19326,987.4111947,-1.238724472,0.205423199,-6.030109916,1.64E-09,1.07E-08
16866,16.04203632,-2.40142907,0.398320283,-6.02888975,1.65E-09,1.08E-08
233733,3327.259731,-2.940339539,0.487758985,-6.028263192,1.66E-09,1.08E-08
234384,531.0073949,2.46980727,0.409899923,6.02539091,1.69E-09,1.10E-08
11532,1447.639419,0.693526736,0.115127151,6.024006782,1.70E-09,1.11E-08
103694,843.2153717,1.361910621,0.226093927,6.023649734,1.71E-09,1.11E-08
68938,657.9332378,0.837640495,0.139061124,6.023541828,1.71E-09,1.11E-08
17948,21.71322545,2.920104327,0.484882265,6.022295597,1.72E-09,1.12E-08
26415,801.1045714,1.768718857,0.293695391,6.022290135,1.72E-09,1.12E-08
11906,526.8545279,1.618293207,0.268734452,6.021904507,1.72E-09,1.12E-08
170716,325.6057168,0.867706167,0.144098719,6.021609181,1.73E-09,1.13E-08
217140,194.7862744,0.884430059,0.146887885,6.021123239,1.73E-09,1.13E-08
225289,306.1486465,-1.092756043,0.181555724,-6.018846539,1.76E-09,1.14E-08
20922,260.8819967,0.953539573,0.158465436,6.01733475,1.77E-09,1.15E-08
106952,79.27616694,-2.343263184,0.389448953,-6.016868625,1.78E-09,1.16E-08
51944,284.9216014,2.275663848,0.378223877,6.016711231,1.78E-09,1.16E-08
54128,754.4009823,1.346060845,0.223723401,6.016629627,1.78E-09,1.16E-08
17196,658.2740123,2.052990693,0.34125325,6.016032645,1.79E-09,1.16E-08
269198,855.8845553,-1.230339522,0.204528724,-6.01548525,1.79E-09,1.17E-08
244329,231.707929,1.055983187,0.175585457,6.01406977,1.81E-09,1.18E-08
83945,618.4997206,1.387750414,0.230759697,6.013833572,1.81E-09,1.18E-08
67971,1841.02259,-3.817098942,0.634782827,-6.013235992,1.82E-09,1.18E-08
15519,10863.64566,-0.799920486,0.133055383,-6.011936276,1.83E-09,1.19E-08
56839,22.6891537,-6.035776235,1.004345048,-6.009663959,1.86E-09,1.21E-08
329064,58.53509476,6.282283607,1.045612238,6.008234581,1.88E-09,1.22E-08
80879,98.17846204,-3.541254729,0.589422155,-6.008010895,1.88E-09,1.22E-08
12877,48.28244889,-2.576019098,0.428780943,-6.007774231,1.88E-09,1.22E-08
58226,22.66146625,-3.627335783,0.60387702,-6.006745851,1.89E-09,1.23E-08
140474,1457.828011,5.417292792,0.902088399,6.005279302,1.91E-09,1.24E-08
271711,6.232943878,-5.924236914,0.986605389,-6.004667095,1.92E-09,1.24E-08
225845,923.6848571,2.019731672,0.336371175,6.004473105,1.92E-09,1.24E-08
118451,331.0121353,1.133681038,0.188820604,6.004011294,1.93E-09,1.25E-08
56220,207.1602938,0.955218758,0.159100768,6.003860146,1.93E-09,1.25E-08
67609,271.801968,0.56646779,0.094354311,6.003623843,1.93E-09,1.25E-08
66809,16.31202525,-6.343613441,1.056680442,-6.003341396,1.93E-09,1.25E-08
231004,24.93658782,-3.206323512,0.534254703,-6.0014886,1.96E-09,1.26E-08
12799,1733.425052,-2.331093118,0.388695099,-5.997227972,2.01E-09,1.30E-08
64011,11.49224856,-4.389162053,0.731903149,-5.996916475,2.01E-09,1.30E-08
67830,1820.809751,1.330571431,0.221878388,5.996850086,2.01E-09,1.30E-08
26447,104.5262131,2.031182958,0.338815176,5.994958621,2.04E-09,1.31E-08
66416,930.479692,0.83000328,0.138457703,5.994634182,2.04E-09,1.32E-08
58234,187.5690079,-2.454901852,0.409561734,-5.993972694,2.05E-09,1.32E-08
50784,1542.625189,1.973545326,0.329285468,5.993417618,2.05E-09,1.32E-08
407243,1011.700045,1.750545373,0.292100247,5.992960953,2.06E-09,1.33E-08
26401,1067.757726,0.984974609,0.164400129,5.991325022,2.08E-09,1.34E-08
12057,24.19986459,-1.716647212,0.286615814,-5.989366702,2.11E-09,1.36E-08
54380,453.6988859,-0.834492381,0.139385162,-5.986952751,2.14E-09,1.38E-08
69539,271.2650626,-3.341226249,0.558130131,-5.986464559,2.14E-09,1.38E-08
110213,12083.44996,1.118291374,0.186825136,5.98576507,2.15E-09,1.39E-08
66049,1301.205134,2.905353985,0.485619863,5.982774195,2.19E-09,1.41E-08
106347,638.661855,1.242752175,0.207722216,5.982760045,2.19E-09,1.41E-08
16890,629.6378751,2.250149814,0.376254092,5.980399586,2.23E-09,1.43E-08
269094,261.1726605,4.139953758,0.692601863,5.977393334,2.27E-09,1.46E-08
19132,14.49505215,-3.803827068,0.636411083,-5.976996895,2.27E-09,1.46E-08
225362,43.08946663,-2.566907686,0.429480888,-5.976768132,2.28E-09,1.46E-08
228356,190.1557533,-2.080003181,0.348094185,-5.975403409,2.30E-09,1.47E-08
66374,375.3649306,1.078000496,0.180417422,5.975035471,2.30E-09,1.48E-08
68278,1101.094658,1.622614219,0.271585313,5.97460224,2.31E-09,1.48E-08
219181,1495.970556,-0.920400434,0.154057618,-5.974390939,2.31E-09,1.48E-08
74513,257.6659143,-1.632445107,0.273290909,-5.973287268,2.33E-09,1.49E-08
14419,84.27568531,-4.617672713,0.773113223,-5.972828525,2.33E-09,1.49E-08
27008,2827.614802,-1.205091146,0.201814603,-5.971278227,2.35E-09,1.51E-08
72090,15.83031371,3.637278407,0.609438748,5.968242778,2.40E-09,1.54E-08
100038494,6.058949566,-5.886692104,0.986349373,-5.968161249,2.40E-09,1.54E-08
101869,3702.596898,-1.532303987,0.256767811,-5.967663864,2.41E-09,1.54E-08
105348,868.8865624,2.379782458,0.39881656,5.96711043,2.41E-09,1.54E-08
67459,450.6090965,0.537182526,0.090027204,5.966891173,2.42E-09,1.55E-08
13688,1266.772341,1.08037148,0.181073127,5.966492659,2.42E-09,1.55E-08
226751,1905.05711,-1.197238345,0.200676704,-5.966005609,2.43E-09,1.55E-08
110157,3310.085136,-0.829537387,0.139057842,-5.965412505,2.44E-09,1.56E-08
228550,34.06627504,3.147426274,0.52770259,5.964394207,2.46E-09,1.57E-08
17190,2008.935932,1.356857041,0.227503278,5.964120847,2.46E-09,1.57E-08
66457,27.34714337,-1.97066913,0.330438688,-5.963796618,2.46E-09,1.57E-08
108735,2154.777799,0.995786267,0.166984196,5.963356362,2.47E-09,1.58E-08
319934,1718.907249,-0.719334767,0.120653954,-5.96196597,2.49E-09,1.59E-08
64602,1624.920745,0.986039144,0.165403337,5.961422307,2.50E-09,1.59E-08
67241,1076.9368,-0.804890835,0.135049271,-5.959979118,2.52E-09,1.61E-08
70430,335.1492375,0.539774745,0.090568603,5.959843967,2.52E-09,1.61E-08
93887,38.8291089,-1.95409856,0.328005334,-5.957520671,2.56E-09,1.63E-08
69146,122.2322332,-3.34312385,0.561213478,-5.956955744,2.57E-09,1.64E-08
107368,1796.177942,-0.725514971,0.121811579,-5.956042724,2.58E-09,1.64E-08
20529,1864.565143,1.540702297,0.258747596,5.954460333,2.61E-09,1.66E-08
226016,534.7135464,1.487938941,0.249903242,5.954060179,2.62E-09,1.66E-08
16949,82.00789737,-2.62917665,0.441683675,-5.952623558,2.64E-09,1.68E-08
170787,262.826669,1.433885177,0.240895391,5.952314705,2.64E-09,1.68E-08
12038,24.9017913,2.431219888,0.408463477,5.952110834,2.65E-09,1.68E-08
93722,31.99537198,-2.742111339,0.460732907,-5.951629024,2.65E-09,1.69E-08
225028,2190.757958,-1.421254807,0.238811,-5.951379161,2.66E-09,1.69E-08
268663,16.65719091,5.470024766,0.91926608,5.950425982,2.67E-09,1.70E-08
98314,114.1156637,0.950716488,0.159800174,5.949408336,2.69E-09,1.71E-08
11974,1059.783267,1.130282442,0.189985928,5.949295569,2.69E-09,1.71E-08
14910,283.0608689,-0.902091097,0.151632123,-5.949208365,2.69E-09,1.71E-08
227835,263.8591178,-0.91363268,0.153583172,-5.948781151,2.70E-09,1.71E-08
229227,2488.675297,-0.781519618,0.13139087,-5.948051149,2.71E-09,1.72E-08
70652,222.4558025,2.944088166,0.495060396,5.946927261,2.73E-09,1.73E-08
20892,303.3300424,1.297780746,0.218237134,5.946654094,2.74E-09,1.73E-08
22160,19.55080936,-2.870979148,0.482843539,-5.94598232,2.75E-09,1.74E-08
106512,145.4324048,2.610552082,0.43907816,5.945529336,2.76E-09,1.74E-08
192662,4862.224142,0.672400778,0.113124087,5.94392226,2.78E-09,1.76E-08
20979,10.97120249,-5.333972257,0.897590787,-5.942543458,2.81E-09,1.77E-08
74521,30.48026875,-1.662949328,0.279852223,-5.942240901,2.81E-09,1.78E-08
67092,129.113647,3.169752133,0.533494369,5.941491268,2.82E-09,1.78E-08
27406,740.6184596,1.406460404,0.236735918,5.941052022,2.83E-09,1.79E-08
216825,1645.816688,0.913784425,0.153823927,5.940456996,2.84E-09,1.79E-08
100038735,20.15024421,5.453511284,0.918031102,5.940442836,2.84E-09,1.79E-08
246133,16.26991161,7.629157873,1.284589488,5.938985135,2.87E-09,1.81E-08
29818,11.26469543,-4.392771388,0.739751094,-5.938174916,2.88E-09,1.82E-08
73102,945.6916875,1.718853809,0.289544822,5.936399759,2.91E-09,1.84E-08
67703,670.0801197,-3.478930356,0.586046438,-5.936270794,2.92E-09,1.84E-08
56278,193.8959944,1.005840175,0.169524946,5.933287101,2.97E-09,1.87E-08
80876,2938.735035,-1.646357996,0.277540747,-5.931950577,2.99E-09,1.89E-08
171170,347.1174849,-0.68881464,0.116167779,-5.929481015,3.04E-09,1.91E-08
216829,155.1059124,1.530195344,0.258073288,5.92930542,3.04E-09,1.91E-08
102626,708.2301446,1.749500004,0.295084564,5.928808941,3.05E-09,1.92E-08
12391,8.635858482,-5.908626189,0.996669997,-5.92836767,3.06E-09,1.92E-08
226413,20.30455733,-5.540589326,0.935046689,-5.925468095,3.11E-09,1.96E-08
68611,635.160035,1.30064426,0.219533724,5.924576118,3.13E-09,1.97E-08
16985,31.51945017,-3.410770514,0.575721861,-5.924337331,3.14E-09,1.97E-08
100862176,7.800869632,-6.25312769,1.055886893,-5.922156751,3.18E-09,2.00E-08
15284,13.58577423,-3.315156268,0.55983208,-5.921697569,3.19E-09,2.00E-08
382406,238.8754566,-1.055384125,0.178267989,-5.920211092,3.22E-09,2.02E-08
16548,234.669672,-1.417927689,0.239518779,-5.919901954,3.22E-09,2.02E-08
70423,725.2228125,2.758420473,0.465961612,5.919844895,3.22E-09,2.02E-08
67941,1050.355683,1.211909772,0.204732532,5.91947825,3.23E-09,2.03E-08
18476,405.4363249,0.986915577,0.166773738,5.917691758,3.26E-09,2.05E-08
100502933,8.511196429,5.214907512,0.881390039,5.916685329,3.28E-09,2.06E-08
77031,599.2949601,0.905877472,0.153120804,5.916096617,3.30E-09,2.07E-08
13401,716.459089,-1.191626333,0.201455485,-5.915085068,3.32E-09,2.08E-08
23972,124.2545934,2.085990949,0.352698904,5.914367533,3.33E-09,2.09E-08
67473,33.42264064,-5.115892383,0.865119318,-5.913510746,3.35E-09,2.10E-08
106264,304.7265599,1.455794307,0.246184823,5.913420203,3.35E-09,2.10E-08
170833,827.837072,1.342092122,0.226966881,5.913162813,3.36E-09,2.10E-08
69655,149.6347262,2.034266718,0.344060682,5.912523062,3.37E-09,2.11E-08
12672,21.2477148,-2.541679104,0.430020994,-5.910593069,3.41E-09,2.13E-08
72672,197.286593,1.356662209,0.229576246,5.909418909,3.43E-09,2.15E-08
52552,608.5334741,-1.664741387,0.281771723,-5.908120843,3.46E-09,2.16E-08
18771,507.4875925,-0.777679644,0.131630736,-5.908039932,3.46E-09,2.16E-08
15191,3633.236006,0.896065987,0.151779145,5.903749095,3.55E-09,2.22E-08
102580,417.9978247,1.270844915,0.215268857,5.903524231,3.56E-09,2.22E-08
545893,15.94954068,-4.395761398,0.74477196,-5.902157484,3.59E-09,2.24E-08
66230,376.4303018,1.198782281,0.203157384,5.900756645,3.62E-09,2.26E-08
229722,65.38734587,4.463697328,0.756493666,5.900508527,3.62E-09,2.26E-08
56085,3705.418192,1.20748265,0.204716089,5.898328037,3.67E-09,2.29E-08
23859,16.19944413,-3.479481082,0.589932945,-5.8980959,3.68E-09,2.29E-08
271970,39.10409558,-2.719940832,0.461431427,-5.894572132,3.76E-09,2.34E-08
241113,7.413994096,-6.17916231,1.048384725,-5.89398354,3.77E-09,2.35E-08
68758,1041.619589,1.271389542,0.21572709,5.893508987,3.78E-09,2.35E-08
402747,33.70294154,-2.035392309,0.345364088,-5.893468316,3.78E-09,2.35E-08
19139,912.3211802,-0.718351714,0.121917235,-5.892126049,3.81E-09,2.37E-08
20308,208.540793,4.943330295,0.839456016,5.888730559,3.89E-09,2.42E-08
67235,52.01272297,1.43978033,0.244516983,5.888263114,3.90E-09,2.43E-08
100503021,11.02006115,-3.63130292,0.61677358,-5.887578582,3.92E-09,2.44E-08
243874,8.913597375,5.757434429,0.977925786,5.887394024,3.92E-09,2.44E-08
13589,5868.621625,-1.004143302,0.170583662,-5.886515112,3.94E-09,2.45E-08
231874,752.2448684,0.786535382,0.133625327,5.886125032,3.95E-09,2.45E-08
75209,70.04356606,4.494598176,0.763713295,5.885190433,3.98E-09,2.47E-08
56380,121.0300803,1.793585855,0.304788939,5.884681579,3.99E-09,2.47E-08
407795,25.07706432,7.287466832,1.238814581,5.882613059,4.04E-09,2.50E-08
30930,994.3866533,0.659158853,0.112057896,5.882306173,4.05E-09,2.51E-08
15118,89.72467287,-2.098446656,0.356919104,-5.879334083,4.12E-09,2.55E-08
270192,24.61113073,-4.116687021,0.70022862,-5.879061357,4.13E-09,2.56E-08
228983,829.2644067,1.54789752,0.263296027,5.878924712,4.13E-09,2.56E-08
240754,48.8132559,-4.670746175,0.794572396,-5.878314171,4.14E-09,2.57E-08
13033,14658.81564,1.875064641,0.319035393,5.877293496,4.17E-09,2.58E-08
73668,405.8966591,-1.141575085,0.194251806,-5.876779771,4.18E-09,2.59E-08
213575,281.0114317,-2.030525578,0.345542889,-5.876334442,4.19E-09,2.59E-08
56264,49.91254493,-1.216647515,0.207061364,-5.87578238,4.21E-09,2.60E-08
67070,2168.908496,-0.45325924,0.077170339,-5.873490318,4.27E-09,2.64E-08
12387,15864.29137,-0.703664685,0.119830247,-5.872179188,4.30E-09,2.66E-08
69137,121.4859468,4.907362255,0.835733061,5.871925478,4.31E-09,2.66E-08
387514,10.44454728,-4.544466308,0.773963477,-5.871680566,4.31E-09,2.66E-08
52710,898.7787808,3.384871059,0.576575038,5.87065141,4.34E-09,2.68E-08
20607,27.32568141,-4.865794137,0.828819879,-5.870749798,4.34E-09,2.68E-08
22129,1697.616713,-1.515309868,0.258113915,-5.870701962,4.34E-09,2.68E-08
67729,384.8450612,2.058285575,0.350606707,5.870639477,4.34E-09,2.68E-08
226090,1006.830065,1.152034195,0.196245759,5.870364797,4.35E-09,2.68E-08
233977,2951.72856,1.52306768,0.259486125,5.869553458,4.37E-09,2.69E-08
17060,28.42407216,3.575838696,0.609526432,5.866585124,4.45E-09,2.74E-08
244049,201.5852851,-0.854737799,0.145718959,-5.865659522,4.47E-09,2.76E-08
76187,118.3580981,3.611824248,0.615897946,5.864322607,4.51E-09,2.78E-08
224170,150.7734298,-1.012182084,0.172600291,-5.864312745,4.51E-09,2.78E-08
69368,562.5732793,0.765713208,0.130582914,5.863808534,4.52E-09,2.78E-08
319710,5018.851017,-2.768059127,0.472057347,-5.863819612,4.52E-09,2.78E-08
