"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"11652",935.566495775065,-0.72341430913777,0.162403704772089,-4.45441999092929,8.41202906684194e-06,3.12791355757238e-05
"14633",119.517042713054,-4.38728963818019,0.984965780674791,-4.45425589828562,8.41846458174508e-06,3.12886480109543e-05
"320404",2064.7997233582,-1.60683194319842,0.360737668690675,-4.45429485928249,8.41693615273369e-06,3.12886480109543e-05
"22635",8.01630789875906,-2.47260553045538,0.555114225675076,-4.45422836615012,8.41954481967953e-06,3.12886480109543e-05
"233405",285.616855834643,0.561354508826131,0.126059575803099,4.45308898788417,8.46436529849215e-06,3.14490370018937e-05
"104910",40.2368482841695,-0.954292173079476,0.214309314060815,-4.45287306929027,8.47288469408896e-06,3.14745141843987e-05
"268932",126.069342673831,-1.56530383820865,0.351556130837899,-4.45250047119903,8.48760539360494e-06,3.15230130487477e-05
"75475",1138.79506818902,1.38336065212956,0.310717608658723,4.45214758861309,8.50156970339944e-06,3.15686842055629e-05
"74186",35.5599788664638,-3.14202200811391,0.705739240716417,-4.45210047399993,8.50343578894216e-06,3.15694222015355e-05
"246694",708.725916919601,0.484831435877527,0.108913377470627,4.45153246678335,8.52596388761962e-06,3.1646853606781e-05
"70494",6.49717328801521,-2.66142013665479,0.598351248040979,-4.44792276337413,8.67046931965606e-06,3.21769239706719e-05
"12587",252.979399435807,-2.56311272003346,0.576256897653786,-4.44786471184831,8.67281228078926e-06,3.21793117233909e-05
"67067",566.514731167195,0.710134566556712,0.159660920959331,4.44776694440839,8.6767595449042e-06,3.21876499261787e-05
"382034",1618.83989130415,1.62278282149312,0.364932976555679,4.44679687982522,8.7160180891987e-06,3.23269513224071e-05
"79566",576.640780317378,1.44478927446548,0.324987800159776,4.4456723414084,8.76174064521616e-06,3.2490167915496e-05
"243900",8.00685900686432,4.7126591959092,1.06041954391747,4.44414592596002,8.82416993578549e-06,3.27152601457142e-05
"73368",71.0072357574432,1.28864424727938,0.290006115143018,4.44350715378494,8.85042122088744e-06,3.28061619804782e-05
"241447",258.377090106519,-2.78198520595141,0.626179145372674,-4.4427944087721,8.87980061714647e-06,3.29086210383737e-05
"75796",125.496319700952,1.76319797603977,0.396955871515811,4.44179845307953,8.92101011176633e-06,3.30548738661808e-05
"329828",77.0262144800999,1.95628924839754,0.440593216672529,4.44012566324087,8.99063639869805e-06,3.33063411412539e-05
"217698",38.6231132300993,2.42697476395748,0.546726998525695,4.43909806997288,9.033664899286e-06,3.34591962447342e-05
"66514",242.032250742334,2.08613695148272,0.470068348482668,4.43794388245146,9.08222890663227e-06,3.36324901463281e-05
"107823",1448.24493529314,0.837096081910912,0.188641205440422,4.43750388445905,9.10080801249221e-06,3.36901023221683e-05
"22165",4.87385622064127,3.89873500679849,0.878589918591556,4.43749117113528,9.10134537751616e-06,3.36901023221683e-05
"432460",6.00389392605264,-2.56795637471353,0.578773289680825,-4.436895102968,9.12657396487124e-06,3.37768865228444e-05
"140580",349.061535412538,-1.7199860227037,0.387659123126884,-4.43685165676015,9.1284154360487e-06,3.37770994461884e-05
"79554",305.243338124731,1.76432560808558,0.397756028999946,4.43569796420564,9.17744487240063e-06,3.39518837854696e-05
"546723",153.390472537331,0.783058975391287,0.176538535202946,4.43562633218348,9.18049735978661e-06,3.39565417093572e-05
"27274",11.1291118299107,-2.10009332094725,0.473505070946698,-4.43520766683332,9.19835754591257e-06,3.40093149334717e-05
"71990",1927.48230615379,0.793029128810534,0.178801962744922,4.43523726829479,9.19709366321025e-06,3.40093149334717e-05
"16995",19.4517307153932,-2.58358549840805,0.582612980375914,-4.43447980980628,9.22948684548879e-06,3.41177477416019e-05
"20351",877.730428759623,-2.72016125355804,0.613547192082318,-4.43349963729128,9.27156635157825e-06,3.42666088816675e-05
"217214",7.24380767486919,-2.87346197619557,0.648141887437554,-4.43338415845313,9.27653599305208e-06,3.42782850297518e-05
"50490",543.936968550574,-2.88136575221934,0.650157930730956,-4.43179359356563,9.34524555182711e-06,3.45254398591794e-05
"12064",1114.58573349398,-4.03014660599286,0.90955781898406,-4.43088555985849,9.38468871958223e-06,3.46576353065282e-05
"58206",17.4035845093136,2.1517898439415,0.485630832913511,4.43091685721842,9.38332658241379e-06,3.46576353065282e-05
"229279",2956.4854976993,-0.470619462822519,0.106269587182896,-4.42854324833838,9.48716966494179e-06,3.50292649056178e-05
"67685",13.1166214724845,-2.24831490486027,0.508035901126298,-4.42550398480863,9.62173805401746e-06,3.55192022450315e-05
"14319",41992.4456247102,2.08869070445354,0.472014652057121,4.42505480571559,9.6417801908443e-06,3.55862507082741e-05
"66184",73.4366963007678,-2.23550051725016,0.505238639985794,-4.42464281297451,9.66019815121091e-06,3.56472796326306e-05
"432839",19.9146723324627,-3.55333598091329,0.803102995796728,-4.42450843728725,9.66621262415791e-06,3.56625233487541e-05
"19281",94.4994833953243,-3.48865820085402,0.788549633258525,-4.42414535967486,9.68248137913481e-06,3.57155859015271e-05
"18113",8.22828001714275,-2.19119222623522,0.495351450009989,-4.42351026971058,9.71100135177694e-06,3.58138098158443e-05
"56335",260.300497473915,0.456486776108107,0.10319764784345,4.42342229350609,9.71495841972757e-06,3.58214260407248e-05
"329727",565.570743154356,-2.08557224756603,0.471510493732666,-4.42317249623823,9.72620240915974e-06,3.58559027287832e-05
"13644",810.510732614597,-0.566408783473775,0.128057449463723,-4.42308343517516,9.73021427194458e-06,3.58637097576404e-05
"114774",2458.10341993654,-1.86647538436752,0.422009026330895,-4.422832849324,9.74151069567804e-06,3.58983580210136e-05
"12909",305.397630710846,0.572218774450593,0.129420454710474,4.42139363310614,9.80663362602856e-06,3.61313098025345e-05
"19729",1428.43904723493,2.05804971860257,0.465604644506371,4.42016578418046,9.86252094774153e-06,3.63301501215055e-05
"19820",6236.39539332023,-0.808454183331695,0.182955929071415,-4.41884659018687,9.92290493867306e-06,3.65454740534596e-05
"19181",1451.79501224937,0.581651154881821,0.13164273087726,4.41840693371924,9.94310784580346e-06,3.66127584504945e-05
"217893",785.918809935502,0.737063997129023,0.166845217236484,4.41765133779242,9.97792048059576e-06,3.6733802523741e-05
"67420",3142.41080491607,0.734460702348405,0.166259789058744,4.41754862379201,9.98266181004261e-06,3.67441132798108e-05
"19025",2418.25162777833,1.11094799448928,0.251502468420791,4.41724489411589,9.99669471627758e-06,3.67886137527696e-05
"268448",1057.61790127583,-0.531723888111337,0.120381630431683,-4.41698526764092,1.00087049022746e-05,3.68256546093406e-05
"109145",346.288740974675,0.964335737076375,0.218330368341604,4.41686488417202,1.00142784545182e-05,3.68390029644158e-05
"18534",4.97656943253339,-5.10815270157121,1.1567632330941,-4.41590167756972,1.00589801722534e-05,3.69962569117028e-05
"216505",200.620907894625,-1.75855351125568,0.398375301664488,-4.41431359802707,1.01330982060206e-05,3.72616200102531e-05
"70257",1141.34543930135,1.02131192476273,0.231391985315583,4.41377398344122,1.01584013337096e-05,3.73474118160112e-05
"67389",533.713116366247,-1.57734362104769,0.357389517395403,-4.41351395122921,1.0170616068087e-05,3.73850601112713e-05
"503844",39.836489654446,7.49840393069929,1.69909831368115,4.4131666015569,1.01869543313344e-05,3.74378480802571e-05
"18102",788.688006771658,1.65318900356176,0.374690300800637,4.41214784591228,1.02350181673002e-05,3.76071868774814e-05
"217830",52.4162757311723,1.9843533371995,0.449779227908498,4.41183855116401,1.02496531788319e-05,3.76536541109825e-05
"13592",15.7632491622027,-2.33813096943644,0.530094784718039,-4.41077904714742,1.02999377501957e-05,3.78310419713298e-05
"381110",116.116634084384,-1.36543202907059,0.309774961929603,-4.40781921355184,1.04416643113708e-05,3.83441567244948e-05
"20392",17.1008969796362,-2.24506830984898,0.50936210493279,-4.40760764907162,1.04518657110821e-05,3.83741759498988e-05
"73895",44.969809909851,3.08305849058146,0.699682480266624,4.40636799910527,1.05118317628719e-05,3.85868597514959e-05
"56471",2.76555650749437,-4.7525400455776,1.07883976772175,-4.40523253570252,1.05670461219787e-05,3.87820219564925e-05
"238386",1302.54723409392,-0.92053344653808,0.208988840223578,-4.40470144507852,1.05929665069265e-05,3.88696177988656e-05
"70911",8.06763132035455,-2.37269746368807,0.538834004295541,-4.40339222241566,1.06571239324044e-05,3.90974587359321e-05
"100038526",22.9847359291484,-1.84133612758189,0.4181941218251,-4.40306554177725,1.06731904068247e-05,3.91488158006236e-05
"230594",709.313277478768,-1.40370364081522,0.318817600413683,-4.40284237442928,1.06841792897133e-05,3.91815321850536e-05
"56207",695.710718662574,1.13617585733959,0.258140581517106,4.40138412434894,1.07562507005921e-05,3.94381972821478e-05
"320845",35.4159032214104,-1.85221755886298,0.420864617066853,-4.40098189239976,1.07762118334128e-05,3.95037356929018e-05
"16646",2066.47804504542,-0.69932333157165,0.158936024680347,-4.40003034540553,1.08235741376506e-05,3.96619997527146e-05
"668224",3.62714815257279,-4.62768669972243,1.05173008241107,-4.40007068079059,1.08215624564441e-05,3.96619997527146e-05
"14087",251.280060115459,2.15671063688092,0.490335400034057,4.3984395920244,1.09031964782351e-05,3.99460375617073e-05
"100039786",817.794830202706,-0.726425370118382,0.165157093715511,-4.39839036747446,1.09056692241576e-05,3.99473672064616e-05
"74392",1824.41588890176,-0.556097502988435,0.126435317472415,-4.39827663745741,1.09113843853663e-05,3.99605709772778e-05
"14158",490.265206136476,-0.870050663386256,0.197838284395603,-4.39778714238381,1.09360151499606e-05,4.00430305258855e-05
"71779",1173.72605979644,1.15767025756429,0.263254492397986,4.3975327714983,1.09488357186303e-05,4.00822226404768e-05
"67826",531.14857279198,-0.816861436205694,0.185763770728963,-4.39731295828146,1.09599261002097e-05,4.01150668434894e-05
"14700",378.909344444081,-1.19804266087196,0.272460030036589,-4.3971317947483,1.0969074525441e-05,4.01407918563393e-05
"319166",3.92918531089715,4.49712456436521,1.02290055052047,4.39644358591556,1.10038943055422e-05,4.02604318417655e-05
"100042561",698.494750768068,1.43213203792575,0.32585126616584,4.39504825246521,1.10748150528072e-05,4.05120842754738e-05
"11828",1349.76084772412,1.7494246074453,0.398104918392707,4.39438079415938,1.11088941196675e-05,4.06288972883492e-05
"13667",988.183341636757,1.17635842099542,0.267742754581057,4.39361439616206,1.11481483239825e-05,4.07645887150029e-05
"68260",38.8449791207784,1.1281452382625,0.25678361649924,4.39336922519681,1.11607336887369e-05,4.08027286469483e-05
"320615",490.295444919845,-1.58878726441374,0.361661451160033,-4.39302352882146,1.11785023744051e-05,4.08597999916961e-05
"20840",9.68905225190129,-3.4092377641429,0.776214874199342,-4.39213145414083,1.12244795860804e-05,4.10199375570057e-05
"23789",1979.8204081742,0.812503731849453,0.185013316400573,4.39159595458685,1.12521656949618e-05,4.11131812559642e-05
"14563",30.9283775333376,2.96728118969143,0.675720137882194,4.39128719619238,1.1268158573313e-05,4.1163672472913e-05
"18442",463.276218728909,1.8651509482767,0.424876286228854,4.38986831868527,1.13419321248767e-05,4.14251818773949e-05
"100417125",6.66046943414725,-4.63417146501163,1.05584161461853,-4.38907824890565,1.13832108739423e-05,4.15679295443055e-05
"14825",8611.73490775243,2.20506396443873,0.502515832964879,4.38804873356666,1.14372151592102e-05,4.17570828816979e-05
"71910",464.197220582176,1.74194498582235,0.397120864417397,4.38643531957934,1.15223407161982e-05,4.20597646270479e-05
"72828",125.286769492281,-1.97058261014698,0.449385337243428,-4.38506209889873,1.15952695153007e-05,4.23178166928879e-05
"12189",276.601818657297,2.49112042414111,0.568214545829709,4.38411941831508,1.16455880776873e-05,4.24932674239606e-05
"18383",359.924061798352,-3.61226762398211,0.82407820383386,-4.38340391382365,1.16839194629357e-05,4.26249192892533e-05
"22210",2638.71306841556,-0.837362033352877,0.191079108709887,-4.38227935542777,1.17444083818194e-05,4.28373392990498e-05
"68107",46.5237758213701,2.40724346264952,0.549427481469536,4.38136704813335,1.17937000049621e-05,4.30088435851219e-05
"13860",1154.86055331411,-2.6437687141577,0.603522889704956,-4.38056080267338,1.18374254499705e-05,4.31599871884731e-05
"67890",1168.80176806181,1.23873498892231,0.282833411209822,4.37973358106321,1.18824493005181e-05,4.3315805748173e-05
"18174",1455.11190433161,1.4334044147387,0.327365418338224,4.37860670199973,1.19440458912521e-05,4.35319662954701e-05
"110454",999.430402867876,2.80863312472285,0.641455462675454,4.37853177367653,1.1948152352352e-05,4.35385520861109e-05
"232970",241.2810997563,1.92800202713273,0.440448272942425,4.37736312201354,1.20123751961951e-05,4.37641546978561e-05
"12870",11315.5324623196,1.20984931056922,0.276404354279317,4.37709931785886,1.20269179724373e-05,4.3808708135846e-05
"235574",3581.56137471755,1.42819261436745,0.326301432620215,4.37691187224951,1.20372615280867e-05,4.38379514854381e-05
"11364",1171.32657125199,0.722238477739392,0.165017645528909,4.3767348359898,1.20470384742512e-05,4.38651204752833e-05
"12336",8745.79797603047,-1.15010564382506,0.262908178426325,-4.37455255560774,1.21681805827289e-05,4.42976987412783e-05
"19419",79.2907620755317,4.29644408583268,0.982368286325615,4.37355739760575,1.22238086413758e-05,4.44916556739349e-05
"100503991",8.47720165174979,-2.81415039225399,0.64347445920924,-4.37336766359348,1.22344420399453e-05,4.45218000354266e-05
"69123",48.5202581127411,1.01557606612677,0.232230956613547,4.37312958158621,1.22477975280498e-05,4.45618367402182e-05
"66214",124.879402747528,-1.09752290546578,0.250999046571067,-4.37261782647858,1.22765521383766e-05,4.46578747719545e-05
"73340",12.5121491471389,-2.19968985471928,0.50335611917294,-4.37004691297599,1.24219846488299e-05,4.51782284558096e-05
"269994",34.400045764923,3.84780060697345,0.88050455415981,4.36999512245008,1.2424931182098e-05,4.51802663725454e-05
"17846",486.946217846037,0.455468439902793,0.104227343194763,4.36995154958223,1.24274107023844e-05,4.51806056526393e-05
"11735",1783.23694762647,-1.03359779989039,0.236535152394002,-4.36974288780849,1.24392911766609e-05,4.52151159798231e-05
"77352",6.59550551309417,-2.69929758013316,0.61778899321925,-4.36928726435758,1.2465270469349e-05,4.530085049264e-05
"230145",129.955736999487,2.50643985559233,0.573682704722869,4.36903506931262,1.2479672685577e-05,4.53444871672835e-05
"67811",1122.4182912188,0.988068341595399,0.226157518489834,4.36893872993135,1.24851785723798e-05,4.53557887738754e-05
"78586",475.847709932076,0.72361498777083,0.165636579354554,4.36869072393662,1.24993630158203e-05,4.53986072015234e-05
"14539",13.673040613321,5.13413260861149,1.17525961516054,4.36850934243168,1.25097466756598e-05,4.54276071263795e-05
"55961",24.2993340653742,8.2000244334614,1.87715775783691,4.36831928442203,1.25206358758107e-05,4.54584313849665e-05
"384281",262.036208139097,0.953501677161984,0.218298926079516,4.36787158913768,1.25463219256583e-05,4.55429561618891e-05
"100043027",508.678352113795,1.59457240149479,0.36514107919251,4.3670035839876,1.25962661368044e-05,4.5715488409863e-05
"14682",3201.01577729523,-0.835274554780189,0.191301210824343,-4.36627949807989,1.26380744495597e-05,4.58584326615493e-05
"78330",772.676494772068,1.53535138355083,0.351700752119461,4.36550497631386,1.26829414526659e-05,4.60124187516336e-05
"140743",602.769879981926,-1.45879139192537,0.334196133433528,-4.36507561274799,1.27078793448241e-05,4.60940589109003e-05
"68017",28.6822795431693,1.38399877788278,0.317068763687095,4.36497989202306,1.27134452806321e-05,4.61031907869534e-05
"11812",1267.68166553961,-1.37175135689189,0.314265181716819,-4.3649485743157,1.27152668368792e-05,4.61031907869534e-05
"67296",374.959626854859,0.6189270233709,0.141803502588303,4.36468078766592,1.27308524922098e-05,4.61508636966303e-05
"245026",11.6898921777829,-2.4101309775557,0.552268094221465,-4.3640597796135,1.27670664376822e-05,4.6273284060313e-05
"67371",354.984879369037,0.497893722256637,0.114094481361858,4.36387208490421,1.27780311416111e-05,4.63041610785195e-05
"71881",1421.29931611496,1.03833927543805,0.237946062621097,4.36375901328315,1.27846408682364e-05,4.63192480289301e-05
"104027",2502.47046653854,-2.17292858177956,0.497991463138913,-4.36338520360023,1.28065155537868e-05,4.63896241621196e-05
"67900",58.0919601629083,2.82445872012012,0.647356377135944,4.36306618715365,1.28252120740912e-05,4.64484631619824e-05
"68692",5.20961784422733,-3.74972439814621,0.8594700095711,-4.36283332331448,1.28388759094163e-05,4.64890565058115e-05
"15976",990.713459770596,-0.333890078234573,0.0765327795580488,-4.3627068056678,1.28463054529288e-05,4.65070645211767e-05
"100042773",1071.61412929003,0.892911509689415,0.204687254741285,4.36232099950734,1.28689866289747e-05,4.65802700885122e-05
"73910",354.054995910125,0.655461461729373,0.1502697735176,4.36189824730522,1.28938836976853e-05,4.66614667301173e-05
"227624",1641.02287234401,1.05473354559321,0.241817067523892,4.36170017440562,1.29055645730553e-05,4.66948136109743e-05
"12484",13812.323796782,1.07904483721132,0.247410414434618,4.36135576457909,1.29258993629183e-05,4.67594532933694e-05
"257632",529.613984502346,1.4859374726589,0.340731728078487,4.3610188022074,1.29458240200898e-05,4.68225849085729e-05
"56495",948.442889557195,0.56736296642016,0.130116850721713,4.36041114792737,1.29818288379334e-05,4.69438401866753e-05
"13384",11.4432238263554,-2.211525723665,0.507273070113149,-4.35963557689296,1.30279218839949e-05,4.71015224272596e-05
"100503593",16.8601113591874,4.13551548136743,0.948714790608502,4.35907136929416,1.30615514318238e-05,4.7214092174523e-05
"17391",25.7889172599765,2.62393092217394,0.601976209361559,4.35886149879049,1.30740818665628e-05,4.72503657303876e-05
"69399",3252.10821498187,-1.18583108108566,0.272058916365741,-4.3587289728505,1.30820003078982e-05,4.72699606545315e-05
"434778",5.3018794109164,5.04294527942671,1.1571888249425,4.35792773895591,1.31299716736672e-05,4.74342460731185e-05
"209027",192.392457238527,2.30340556604976,0.528772560112283,4.35613672078717,1.32378108436492e-05,4.7814710132326e-05
"74629",7.8969254303923,-4.53670348393659,1.04161484481031,-4.3554520238839,1.32792600292539e-05,4.79552754899663e-05
"216177",27.1311330712991,1.78728374002681,0.410383247581458,4.35515764973336,1.3297118455574e-05,4.80106103809759e-05
"66528",9.62680814339177,2.88353392796899,0.662324710547495,4.35365596670156,1.33885762925054e-05,4.83316117297038e-05
"230598",2365.05035837491,0.527747453712396,0.121240453860593,4.3528990275739,1.34349037448661e-05,4.84896049381044e-05
"223267",254.95841353819,1.58740957023015,0.364844716341181,4.35091834726119,1.35568533520882e-05,4.89204233597175e-05
"71718",286.991987709651,0.99957138954922,0.229755031700052,4.35059629446624,1.35767815331333e-05,4.89829995328403e-05
"380959",619.672119597197,0.636219741296728,0.146265738089737,4.34975237267388,1.36291348826935e-05,4.91625147397446e-05
"66432",1077.62369014014,-0.658012866542691,0.151290858865878,-4.34932335949014,1.36558228256647e-05,4.92493998821209e-05
"77057",429.831229940635,-2.07199212676064,0.476426225916735,-4.34903037248576,1.36740775248955e-05,4.93058434310361e-05
"16414",15.2078860757742,-1.99965721358519,0.459849903972937,-4.34849979593097,1.37071946165107e-05,4.94158459385023e-05
"65105",512.382273498784,0.734220075070251,0.16885804993746,4.34814967567246,1.37290900194871e-05,4.94853589242278e-05
"66998",488.3494085759,1.08380395695272,0.249316077814514,4.34710816267151,1.3794420314827e-05,4.97113730949628e-05
"19273",399.75899866009,-2.70494518980741,0.622255884760326,-4.34699816595431,1.38013372920066e-05,4.97268354494489e-05
"233147",63.8772835105906,-1.04872379339918,0.241261625959892,-4.34683215462341,1.3811782928032e-05,4.97550034169249e-05
"52665",254.426680966681,2.17508360949502,0.500511413625266,4.34572229580266,1.38818105723588e-05,4.99977556357318e-05
"16181",60.4782112514825,3.02149696998231,0.695322112347737,4.34546365824654,1.38981781515496e-05,5.00471862155647e-05
"73469",2305.89316111145,-0.865201401948094,0.19911291019239,-4.3452802789739,1.390979424746e-05,5.00794912115245e-05
"381062",127.892715155395,-0.73678861539242,0.169610907719835,-4.34399311516838,1.39915901885217e-05,5.03624827644593e-05
"66191",865.945589376021,1.24816516864403,0.287333501861322,4.34395975602747,1.39937161626608e-05,5.03624827644593e-05
"105827",439.948897043153,2.19241672781696,0.504766378894611,4.34342860278876,1.40276080318603e-05,5.04748632602135e-05
"16206",2781.88365756468,-1.07977476654492,0.248633235359633,-4.34284163572538,1.40651523314775e-05,5.06003409166245e-05
"381319",14.6332600022029,-1.69168018465086,0.389728640114163,-4.34066170799076,1.42054281584227e-05,5.10952843373053e-05
"16826",45.120832601824,-2.38052039966927,0.548555487833457,-4.33961641523492,1.42731638657543e-05,5.13291708706919e-05
"66526",182.911155738711,-0.790952496254462,0.18229113278467,-4.33895211561809,1.43163709108966e-05,5.14747753184422e-05
"72472",128.289658729157,-1.71058255175641,0.394247563299598,-4.33885383447887,1.43227738464105e-05,5.14880197470924e-05
"243090",2.3018338636871,4.755181332829,1.09628493226897,4.3375414482686,1.44085368835536e-05,5.17864915249058e-05
"77132",8.54181468224922,-3.08817363987876,0.712105310020612,-4.33668110098684,1.44650251811846e-05,5.19796520745016e-05
"104943",548.51900240421,1.71734995369939,0.396017136040207,4.33655465233462,1.44733452701567e-05,5.19996810901609e-05
"67025",1467.29818194802,0.758848181659376,0.175002067867438,4.33622408527306,1.44951175409156e-05,5.20680241926952e-05
"22756",25.4544957571982,-1.40978962142863,0.325123142793438,-4.33617124058228,1.44986009662161e-05,5.20706583259362e-05
"59013",12514.7944900133,-0.951997996288581,0.219559413138966,-4.33594708000988,1.45133860981816e-05,5.21138730102353e-05
"330450",113.709092274727,1.52901068633263,0.352739771399724,4.3346705143718,1.45978599978377e-05,5.24072584753618e-05
"56420",1039.46356453737,0.522702359467753,0.120596164952579,4.33431991534136,1.46211420516393e-05,5.24808916788128e-05
"213393",315.284373182347,-1.92348446903288,0.444129810264152,-4.33090602022156,1.48497055752448e-05,5.32810925453261e-05
"207728",317.392037406862,-2.33376555690877,0.538857951963236,-4.33094760577643,1.48469009967284e-05,5.32810925453261e-05
"50817",316.939424473954,0.580729174672997,0.1340964790096,4.33068175213924,1.48648391875974e-05,5.33252870742646e-05
"227526",44.3648038810447,-1.48647816678116,0.343296203476195,-4.33001632913261,1.49098285371704e-05,5.34765473617701e-05
"72136",134.219692548522,-1.50816326535886,0.348324001749118,-4.32977129851971,1.49264277770612e-05,5.35259438505448e-05
"263406",1299.97284609312,1.3944736927571,0.322161540308718,4.32849213292443,1.50133694697967e-05,5.38173300910888e-05
"19215",7.03719378850488,2.54890629548371,0.588861684778377,4.32853140452331,1.50106931077042e-05,5.38173300910888e-05
"16520",9.30226544048339,-2.64762171282713,0.611767403394346,-4.32782410134472,1.50589656233037e-05,5.39705574695498e-05
"104732",211.165094477293,1.79811767241773,0.415529259141005,4.32729496867405,1.50951749802369e-05,5.40900914223704e-05
"74218",8.68578390949081,-2.86236857789301,0.661608293918103,-4.32637952729071,1.51580161604847e-05,5.43049911036173e-05
"103963",4658.05772761795,1.16520071320824,0.269434038582642,4.32462327083015,1.52792746855837e-05,5.4729055409921e-05
"78777",158.878498076508,0.83978518072048,0.194217725234789,4.32393685851931,1.53269180668968e-05,5.48893260220586e-05
"67605",859.899447664551,0.812183003924367,0.187877711860598,4.32293429529837,1.53967598396255e-05,5.51290186844685e-05
"100504448",4.27576477879542,4.14865300914254,0.959737469376951,4.32269567617881,1.54134274594832e-05,5.51782634747314e-05
"20454",106.830441839891,-1.08822372946737,0.251786488022696,-4.32201004117934,1.54614150559519e-05,5.53395902966717e-05
"69010",492.296079911102,0.649651516672483,0.150371065136606,4.32032263708647,1.55801238452303e-05,5.57539340173107e-05
"319182",7.00641916103305,3.15990603075068,0.731457494483186,4.32001319910369,1.56019868574633e-05,5.58110748458738e-05
"73647",3.22113993597182,4.32531008324881,1.00122425469891,4.32002127690117,1.56014157576592e-05,5.58110748458738e-05
"70456",1580.15373414426,2.06202274916003,0.47741595293894,4.31913248073585,1.56643732784264e-05,5.60236576603183e-05
"242202",405.43119856659,-2.0532919940548,0.475401939890915,-4.31906524093265,1.5669146024455e-05,5.60301436878247e-05
"15115",1337.7025562472,0.587176335573823,0.135994256103892,4.31765540983771,1.5769537030635e-05,5.63784769898118e-05
"100125262",51.5682430327632,-3.11691823308749,0.72212920639134,-4.31628883792626,1.58674326466229e-05,5.67177590581759e-05
"103841",1174.54314089423,-0.98428648092355,0.22804740181399,-4.31614863003963,1.58775092686152e-05,5.6743065400521e-05
"66997",1466.58946582578,0.4958338630781,0.114885961595213,4.31587859990338,1.589693329525e-05,5.68017616554563e-05
"69940",602.602781255354,0.513235991883431,0.118933168901188,4.3153310100552,1.59363925369956e-05,5.69320106217878e-05
"100041231",206.713135634632,-1.1408599823643,0.264378918348313,-4.31524566895022,1.59425506070826e-05,5.69432660242412e-05
"668459",20.1421702961267,1.09759565371811,0.254363852715574,4.31506144446327,1.59558516692464e-05,5.69800255574333e-05
"20474",89.0470102784884,0.975524013199107,0.226082672356093,4.31489951455723,1.59675517908964e-05,5.70110551779808e-05
"69379",20.6224392497449,1.31159249822982,0.304046660513694,4.31378689051822,1.60481650147544e-05,5.72880762423378e-05
"66352",576.529012846838,0.656822845769486,0.152316317215561,4.31222903610476,1.61616887161559e-05,5.76824531859937e-05
"434168",86.8046617291571,0.912943286596303,0.211713229415756,4.31216929199778,1.61660575829986e-05,5.76871719329997e-05
"71728",431.250811661331,0.736318892822279,0.170761840279974,4.31196391193162,1.61810848599219e-05,5.77299153453479e-05
"20908",1683.32867492432,1.06743069575514,0.247560927414512,4.31178985675658,1.61938305752523e-05,5.77536236790029e-05
"73094",11.6030005130818,-2.62036038231368,0.607715391783245,-4.31182164832891,1.61915018273617e-05,5.77536236790029e-05
"626802",80.1785565516392,-0.950251288911614,0.220402441412315,-4.31143721831078,1.6219682929446e-05,5.78349296772372e-05
"56274",534.272900866815,-0.691900223596425,0.160500375927864,-4.31089472280985,1.625953075832e-05,5.79660996757731e-05
"26445",1550.65300514615,0.583045790634351,0.135256830774199,4.31065689841352,1.62770290366312e-05,5.80175579404322e-05
"56459",1373.02470118936,0.731654869963618,0.169734399691322,4.31058684211451,1.62821869528595e-05,5.80250193422627e-05
"329416",7.51066634879884,-2.31880092166468,0.537936875023517,-4.31054465556635,1.62852937017183e-05,5.80251695424038e-05
"69216",227.753908005132,-0.708471690895247,0.164390321014042,-4.30969224054699,1.63481893804354e-05,5.82383100148944e-05
"20452",19.4230954443427,-1.54619855206502,0.358832830778105,-4.3089662356485,1.64019403568707e-05,5.8407812435018e-05
"100042049",2408.6769203226,0.777884520429569,0.18052542276104,4.30900262429658,1.63992422580664e-05,5.8407812435018e-05
"73828",665.970021918409,1.34100034102809,0.311245707812174,4.30849424544464,1.64369752382947e-05,5.85215662207354e-05
"26564",163.488753846966,-3.80913226400272,0.884453423440069,-4.30676411335167,1.65660103538892e-05,5.89698890845154e-05
"75565",238.836061959662,0.746195473053053,0.173275823318512,4.30640269809257,1.65930867215682e-05,5.90551699222129e-05
"100862175",135.527214283437,1.00902409993185,0.234313298870866,4.30630316245063,1.66005510983646e-05,5.90706323052875e-05
"228785",10.0722569200685,4.06754747826934,0.944581612294408,4.30618956088843,1.6609074217163e-05,5.90787546924223e-05
"78914",84.3300093846925,0.842319047565876,0.195605737810628,4.30620827892763,1.66076695827285e-05,5.90787546924223e-05
"13876",70.4877074078402,-2.36150176060832,0.548478785644947,-4.30554804016982,1.66572835506974e-05,5.92391072030248e-05
"64176",17.2291952761794,-6.43262569689156,1.49410498393241,-4.30533715238751,1.66731605604998e-05,5.92844360661978e-05
"217169",2291.80803241324,-3.41570988579297,0.793374083202874,-4.30529551961623,1.66762966516863e-05,5.92844537745077e-05
"16432",15893.583646247,0.893522512124671,0.20754235036246,4.30525389427356,1.66794327453115e-05,5.92844714848372e-05
"639774",58.3494041483241,-3.09306703639289,0.718454815587867,-4.30516571019436,1.66860784760231e-05,5.92969613110025e-05
"30945",3068.68106088392,-1.06551653072432,0.247510614532192,-4.30493267021374,1.67036529890747e-05,5.93482765425296e-05
